sys.exec.out.time {s},crewModule.dyn.position[0] {m},crewModule.dyn.position[1] {m},crewModule.dyn.position[2] {m},crewModule.dyn.center_of_buoyancy[0] {1},crewModule.dyn.center_of_buoyancy[1] {1},crewModule.dyn.center_of_buoyancy[2] {1},crewModule.dyn.R[0][0] {--},crewModule.dyn.R[0][1] {--},crewModule.dyn.R[0][2] {--},crewModule.dyn.R[1][0] {--},crewModule.dyn.R[1][1] {--},crewModule.dyn.R[1][2] {--},crewModule.dyn.R[2][0] {--},crewModule.dyn.R[2][1] {--},crewModule.dyn.R[2][2] {--}
11.6,0,0,  0.1056431021317547,-0.000532359,-0.323361169,-0.335316463,  0.9999994055123056,0.001067726,-0.000221216,-0.001035475,  0.9934563004743269,  0.1142081732927555,0.000341712,-0.114207876,  0.9934568154764086
11.7,0,0,  0.2725561634401743,0.000421617,-0.56431583,-0.25426715,  0.9999993650999824,0.001088255,-0.000292405,-0.001011558,  0.9812748258717164,  0.1926102096718921,0.000496539,-0.192609792,  0.9812753036887485
11.8,0,0,  0.4236006639018411,0.002905379,-0.824165685,-0.255218217,  0.9999993278600081,0.001105636,-0.000349067,-0.000986176,  0.9694249623926982,  0.2453859607976061,0.000609702,-0.245385452,  0.9694254011505183
11.9,0,0,  0.5336613143487052,0.002013592,-0.948225522,-0.216696432,0.999999316,0.001116182,-0.000349251,-0.000977991,  0.9618233659291625,  0.2736692461661624,0.000641383,-0.273668717,  0.9618237997296083
12,0,0,  0.5910525865839432,0.0026074,-0.950509064,-0.164042853,  0.9999993287457745,0.001118598,-0.000302071,-0.000988952,0.9598498,  0.2805127143972952,0.000603724,-0.280512227,  0.9598502621838537
12.1,0,0,  0.5907614887746596,0.002024291,-0.946811741,-0.162796875,  0.9999993513815166,0.001115226,-0.000231316,-0.001012345,  0.9633709079261327,  0.2681705966929117,0.000521914,-0.268170189,  0.9633714120537787
12.2,0,0,  0.5330886973445333,0.00204356,-0.913982253,-0.20102399,  0.9999993726803714,0.001109278,-0.000155376,-0.001040619,  0.9713766203595349,  0.2375423720992464,0.000414429,-0.237542061,  0.9713771653254293
12.3,0,0,  0.4236610896325685,0.001110874,-0.737171545,-0.218897448,  0.9999993883429817,0.001103705,-7.18E-05,-0.001070373,  0.9820591704472391,  0.1885699871411805,0.000278593,-0.188569795,  0.9820597511357381
12.4,0,0,  0.2751088399919722,-0.001026774,-0.419261762,-0.220793093,  0.9999993927131584,0.001101903,1.955887292529696e-05,-0.001096153,  0.9926299779618376,  0.1211797231648154,0.000114114,-0.121179671,  0.9926305830021304
12.5,0,0,  0.1161508433091851,-0.001355126,-0.116158064,-0.295755016,  0.9999993854773508,0.001106243,7.25992642822067e-05,-0.001108227,  0.9992468644996976,0.03878757,-2.96E-05,-0.038787627,0.999247476
12.6,0,0,-0.025920229,-0.001176819,0.075989934,-0.335725424,  0.9999993813346931,0.001111692,3.835183724065683e-05,-0.001108613,  0.9988692656951521,-0.047528529,-9.11E-05,0.047528457,  0.9988698801664289
12.7,0,0,-0.12411661,-0.000376611,  0.1666402378593027,-0.404046946,  0.9999993805956949,0.001110902,-6.86E-05,-0.001110718,  0.9920770984817013,-0.125625622,-7.15E-05,  0.1256256206508276,  0.9920777178854359
12.8,0,0,-0.161494139,-0.000349275,  0.2570660934981718,-0.46048461,  0.9999993712959929,0.001102711,-0.000203561,-0.001121323,  0.9823087663727705,-0.187265133,-6.54E-06,  0.1872652438033284,  0.9823093852876689
12.9,0,0,-0.135419005,-0.000352805,0.317287469,-0.452488865,  0.9999993445590301,0.001091953,-0.000344268,-0.001141567,  0.9739693004092514,-0.22667708,8.778612240941395e-05,  0.2266773246257479,  0.9739699085688771
13,0,0,-0.052104362,0.000531669,  0.4054399753429465,-0.428825624,  0.9999993049987329,0.001086517,-0.000457692,-0.001164662,  0.9707017063301708,-0.240284916,0.000183209,  0.2402852821292014,  0.9707022971187371
13.1,0,0,0.068401254,-0.000186055,  0.4570390714982211,-0.363955221,  0.9999992771021178,0.001093591,-0.000499853,-0.001178322,0.974072176,-0.226234409,0.000239485,  0.2262348345838084,  0.9740727602563173
13.2,0,0,  0.2038722422005188,0.000370323,  0.5552547567359859,-0.323385972,  0.9999992520867406,0.001114461,-0.000503789,-0.001188593,  0.9826297073488464,-0.185573289,0.000288223,  0.1855737487158448,  0.9826302970698497
13.3,0,0,  0.3291018593971676,0.000658561,  0.5059945964201055,-0.23001462,  0.9999992342525592,0.001145679,-0.000467883,-0.001194342,  0.9924768097238138,-0.12242694,0.000324101,  0.1224274053494474,  0.9924774180712003
13.4,0,0,  0.4238999884779437,0.001475237,  0.2291095890411169,-0.179909111,  0.9999992314836788,0.00117953,-0.000381762,-0.001195244,  0.9990228991581624,-0.044179388,0.000329278,0.044179811,  0.9990235412190978
13.5,0,0,  0.4666591383166241,0.001704848,-0.194033031,-0.136016432,  0.9999992397120964,0.00120592,-0.00025755,-0.001195317,  0.9992838832839883,0.037819199,0.000302972,-0.037818863,  0.9992845649969573
13.6,0,0,  0.4519472412763819,0.000877817,-0.541945433,-0.165351318,  0.9999992505734621,0.001219973,-0.000102564,-0.001200484,  0.9935540754484249,  0.1133528032396137,0.00024019,-0.113352595,0.993554795
13.7,0,0,  0.3852350488875512,0.000471621,-0.620182143,-0.193539067,0.999999252,0.001221305,6.329069399278029e-05,-0.001213619,  0.9846663181495385,0.174444172,0.000150729,-0.174444118,  0.9846670640159479
13.8,0,0,  0.2826552101783397,-0.000658645,-0.598062065,-0.255412536,  0.9999992389499647,0.001215984,0.000208527,-0.001232415,  0.9767436489652886,  0.2144069153907965,5.703779968984561e-05,-0.214407009,0.976744404
13.9,0,0,  0.1639756784980089,-0.000531029,-0.540326947,-0.324762193,  0.9999992181342954,0.001212276,0.000306788,-0.001250315,  0.9734255310557556,  0.2290003759991784,-2.10E-05,-0.229000581,  0.9734262856905765
14,0,0,0.047683179,-0.000646246,-0.442032578,-0.376614549,  0.9999991996893086,0.00121659,0.000347174,-0.001262906,  0.9762617048535587,0.216590602,-7.54E-05,-0.216590867,  0.9762624599755791
14.1,0,0,-0.04203475,1.524738888464979e-05,-0.308591904,-0.389217665,0.999999194,0.001229687,0.000315687,-0.001266316,  0.9838847392446924,  0.1787993745246215,-9.07E-05,-0.17879963,  0.9838855035071753
14.2,0,0,-0.086136852,-0.000711344,-0.203788843,-0.41530286,0.999999201,0.001245777,0.000216705,-0.00126281,  0.9927161383599303,  0.1204702201932546,-6.50E-05,-0.120470398,0.992716918
14.3,0,0,-0.083226945,-0.000532663,-0.080957313,-0.396944863,  0.9999992110804264,0.001255395,4.269087472913599e-05,-0.001255982,  0.9988074856296104,0.048806036,1.863087693038388e-05,-0.048806051,0.998808274
14.4,0,0,-0.03275821,-0.001044986,0.041399244,-0.344060948,  0.9999991993006138,0.001249977,-0.000197372,-0.001254848,  0.9996350648351192,-0.026984486,0.00016357,0.026984713,  0.9996358329589196
14.5,0,0,0.057553018,-1.73E-05,  0.2119847921887364,-0.321800834,  0.9999991325771734,0.001226348,-0.000480538,-0.001267236,  0.9952675621097157,-0.09716416,0.000359107,0.097164684,  0.9952682528640936
14.6,0,0,  0.1657829464686484,0.001076505,  0.4092704849498309,-0.290150942,  0.9999990183786951,0.001193026,-0.0007348,-0.001290758,  0.9884062395692904,-0.151827005,0.000545148,0.151827805,  0.9884068092364197
14.7,0,0,  0.2706857636020414,0.001303181,  0.5518972786507617,-0.255840328,  0.9999989093541162,0.001166014,-0.000906477,-0.001313225,  0.9828363818527103,-0.184474719,0.000675819,  0.1844757082037004,0.982836841
14.8,0,0,  0.3540647325125123,0.002424145,  0.6590785037726364,-0.236050383,  0.9999988392127324,0.001156755,-0.000991711,-0.001327271,0.98097466,-0.194131284,0.000748281,  0.1941323750734173,  0.9809750562721069
14.9,0,0,  0.4049836046431824,0.00170112,  0.7251937984496345,-0.237194461,  0.9999988560756703,0.001168801,-0.000960079,-0.001324048,  0.9832894922221963,-0.182044009,0.000731263,  0.1820450724150775,  0.9832899149628457
15,0,0,  0.4125258087224151,0.00217148,  0.6596373404970083,-0.218732073,  0.9999989360953527,0.001196526,-0.000834346,-0.001309121,  0.9884559290569999,-0.151503012,0.000643437,  0.1515039426470657,  0.9884564438323514
15.1,0,0,  0.3732236525868705,0.000290251,  0.4532012975926059,-0.183023319,  0.9999990538072694,0.001230372,-0.00061528,-0.001288482,  0.9944043746917988,-0.105632757,0.000481869,  0.1056334500928849,  0.9944050191067902
15.2,0,0,  0.2972591115309648,-0.000458415,  0.1974852652259141,-0.178707167,  0.9999991579794586,0.001257885,-0.000319008,-0.001271559,  0.9988811938686596,-0.047273076,0.000259187,0.047273441,  0.9988819522655321
15.3,0,0,  0.2007103603681431,-0.002045097,-0.066413214,-0.269641126,0.999999195,0.001268546,-2.66E-05,-0.001267917,  0.9998566570512728,0.016883653,4.798354143950737e-05,-0.016883606,  0.9998574606192936
15.4,0,0,0.098107543,-0.001672554,-0.220756285,-0.323037935,  0.9999991837709659,0.001263443,0.000190185,-0.00127431,  0.9970512978885487,0.076727345,-9.27E-05,-0.076727525,  0.9970520940832989
15.5,0,0,0.014246804,-0.001020497,-0.275385957,-0.370624267,  0.9999991664186176,0.00125111,0.000319197,-0.001281052,  0.9922679699226769,0.124107352,-0.000161457,-0.124107657,  0.9922687455209681
15.6,0,0,-0.035277205,-0.00080706,-0.265213456,-0.373329567,  0.9999991641407296,0.001240657,0.000363989,-0.001281932,  0.9880515299153698,  0.1541185611405888,-0.000168431,-0.154118899,  0.9880522944784726
15.7,0,0,-0.038800753,-0.000818058,-0.285858203,-0.384010355,0.99999918,0.001236791,0.000330977,-0.001274419,  0.9863350067540794,  0.1647471708824039,-0.000122696,-0.164747458,  0.9863357745415895
15.8,0,0,0.002255478,-0.000456421,-0.338093566,-0.394879261,  0.9999992059190627,0.001239342,0.000228456,-0.001259783,  0.9878761506528744,0.155238925,-3.33E-05,-0.15523909,  0.9878769274982812
15.9,0,0,0.073958483,-0.000270483,-0.279783614,-0.311885901,0.999999224,0.001243602,6.790071353454865e-05,-0.001242231,  0.9920076017317038,  0.1261720055086326,8.954974247297266e-05,-0.126171992,  0.9920083771901438
16,0,0,  0.1628702386552385,-0.000238812,-0.236257917,-0.266630928,  0.9999992189156984,0.001241838,-0.00014144,-0.001226405,  0.9967480661949298,0.080571636,0.000241037,-0.080571399,  0.9967488106457311
16.1,0,0,  0.2485022253297912,-0.000131096,-0.100249082,-0.226618389,  0.9999991782983605,0.001227029,-0.000371218,-0.001217787,  0.9997124444676229,0.023948807,0.000400497,-0.023948336,0.999713117
16.2,0,0,0.316826332,0.002346829,  0.1769079183088462,-0.219184697,  0.9999990985196205,0.001198294,-0.000605848,-0.001218841,  0.9993818339477477,-0.035134946,0.000563371,0.035135652,  0.9993823935544575
16.3,0,0,0.353906731,0.001970273,  0.3929657794676669,-0.192949844,  0.9999990217433805,0.001161585,-0.000779252,-0.001225218,  0.9961762130068041,-0.087358179,0.000674798,0.087359049,  0.9961766616874888
16.4,0,0,  0.3547892412626173,0.003767238,  0.5119576185670801,-0.20516297,  0.9999989991561409,0.001129724,-0.00085171,-0.001228077,  0.9920221245947051,-0.126057908,0.000702505,  0.1260588276879679,0.992022519
16.5,0,0,  0.3220135516450677,0.004284533,  0.5642514474772247,-0.246241318,  0.9999990557657165,0.001111455,-0.000808168,-0.001218519,  0.9890576399560722,-0.147524574,0.000635358,  0.1475254198847946,  0.9890580603842709
16.6,0,0,  0.2635168116066466,0.001209159,  0.4872909698996111,-0.243319276,  0.9999991666505836,0.001109561,-0.000659978,-0.00119588,  0.9887236840007506,-0.149746608,0.000486383,  0.1497472723266245,  0.9887241869521308
16.7,0,0,  0.1922325953946176,0.000292032,  0.3643721318314551,-0.252427217,  0.9999992739395195,0.001119163,-0.00044676,-0.00116832,  0.9912592704963141,-0.13192306,0.000295212,  0.1319234858897697,  0.9912598583227026
16.8,0,0,  0.1214218924775221,-0.000737662,  0.2815168831168834,-0.310488889,  0.9999993394214173,0.001130589,-0.000207186,-0.001145272,  0.9953658568008332,-0.09615352,9.751554072140299e-05,0.096153694,  0.9953664941157127
16.9,0,0,0.064986695,-0.001194158,  0.1047680412371256,-0.295394314,  0.9999993554585703,0.001135365,-5.43E-06,-0.00113434,  0.9988699559312559,-0.047513413,-4.85E-05,0.047513388,  0.9988706000087701
17,0,0,0.037160071,-0.001507236,-0.011663955,-0.322586957,  0.9999993522276844,0.001131748,0.000121201,-0.001132477,0.999980195,0.006190836,-0.000114192,-0.006190969,  0.9999808292483956
17.1,0,0,0.037656185,-0.000997849,-0.122184946,-0.327791986,  0.9999993572365566,0.00112462,0.000144072,-0.001131046,  0.9983427552855894,0.057536629,-7.91E-05,-0.057536755,  0.9983433855830599
17.2,0,0,0.065535676,-0.000795985,-0.217676069,-0.311266921,  0.9999993695301788,0.001119388,8.894164708243553e-05,-0.001122677,  0.9950146855201757,0.09972219,2.31295393530184e-05,-0.099722227,  0.9950153149018609
17.3,0,0,0.119466393,0.000208877,-0.354746736,-0.32308872,  0.9999993741718607,0.001118312,-3.22E-05,-0.001105113,0.991859367,  0.1273333207996998,0.000174304,-0.127333206,  0.9918599822451711
17.4,0,0,  0.1845596676855688,0.000240159,-0.375305419,-0.261919573,  0.9999993582610925,0.001119051,-0.000176641,-0.001084437,  0.9906277290141869,0.136585235,0.000327832,-0.136584956,0.990628307
17.5,0,0,  0.2470958049709417,0.002201217,-0.434636799,-0.256990703,  0.9999993294490407,0.001116395,-0.000307836,-0.001068387,  0.9919381152375737,  0.1267187203768076,0.000446822,-0.126718306,  0.9919386428318671
17.6,0,0,  0.2938092115642698,-0.000480894,-0.361710424,-0.197177839,  0.9999993035767515,0.001106443,-0.000410646,-0.001060159,  0.9950496629923721,0.099373257,0.000518564,-0.099372753,  0.9950501430190952
17.7,0,0,  0.3177790134435803,0.001466172,-0.281734676,-0.225940351,  0.9999992807067806,0.00108723,-0.000506476,-0.001055821,  0.9982953131567468,0.058355402,0.000569058,-0.058354826,  0.9982957430082007
17.8,0,0,  0.3046357809859091,0.004290369,-0.053729182,-0.230213526,  0.9999992914578878,0.001061543,-0.000538712,-0.001056148,  0.9999502628170012,0.009917482,0.000549213,-0.009916906,  0.9999506754562739
17.9,0,0,  0.2614358294989674,9.194798371219122e-05,  0.1578221463286335,-0.208015837,  0.9999993360769258,0.001036104,-0.000504315,-0.001054842,  0.9992506345830277,-0.038691816,0.000463848,0.038692322,  0.9992510640843751
18,0,0,  0.2035652322816195,0.000143584,  0.3010834094765381,-0.28024506,0.999999381,0.001016373,-0.000452535,-0.001049191,  0.9968217466966461,-0.07965742,0.000370135,0.079657845,  0.9968221961339576
18.1,0,0,  0.1386862233972738,-0.000855593,  0.3029737061769612,-0.292378438,  0.9999994194826511,0.001004665,-0.000389464,-0.001040646,  0.9942295342321746,-0.10726859,0.000279448,  0.1072689326336411,  0.9942300025679552
18.2,0,0,0.080829887,-0.000722242,  0.2630351548903835,-0.302086781,  0.9999994380878094,0.001000424,-0.000350679,-0.001034937,  0.9929501286070976,-0.118528355,0.000229628,  0.1185286516021019,  0.9929506060356962
18.3,0,0,0.043405038,-0.000347735,  0.2515604624880706,-0.337909909,  0.9999994466356108,0.001002196,-0.000319893,-0.00103196,  0.9935750871039373,-0.113170143,0.000204419,  0.1131704108381335,  0.9935755715242386
18.4,0,0,0.03297829,-0.000276841,  0.2060126308504403,-0.341730584,  0.9999994421326985,0.00100861,-0.000313753,-0.001033375,  0.9956835016918767,-0.092807848,0.000218792,0.09280812,0.995683989
18.5,0,0,0.049560244,-0.000249828,  0.1289455547898148,-0.316457697,  0.9999994267149491,0.00101903,-0.000328857,-0.001037087,  0.9981614234833061,-0.060602781,0.000266496,0.060603088,0.998161908
18.6,0,0,0.093141046,-0.000300894,0.044575309,-0.267379166,  0.9999994057297479,0.001032313,-0.000350528,-0.001039526,  0.9997738580750279,-0.021240341,0.000328522,0.021240693,  0.9997743370556252
18.7,0,0,  0.1564632074293859,0.00052686,-0.054617769,-0.259969726,  0.9999993719981787,0.001047529,-0.000398355,-0.001039416,  0.9998024508946786,0.019848899,0.000419069,-0.019848473,0.999802912
18.8,0,0,  0.2251031551061322,0.000813542,-0.222004986,-0.252513261,  0.9999993280702444,0.001063261,-0.000461881,-0.001035293,  0.9983831556249897,0.056833113,0.000521563,-0.056832597,  0.9983835855670977
18.9,0,0,  0.2840210406845063,0.001474811,-0.315244062,-0.201140038,  0.9999992780624665,0.001076707,-0.000533457,-0.001028135,  0.9964710714636532,0.083930606,0.000621943,-0.083929997,  0.9964714590719556
19,0,0,0.319729666,0.001297371,-0.428149539,-0.234635748,  0.9999992543565016,0.001084484,-0.000561409,-0.001024321,  0.9951969103684682,0.097887999,0.000664871,-0.097887351,0.995197279
19.1,0,0,  0.3199402004601606,0.00170765,-0.429047131,-0.231231613,  0.9999992707867229,0.001084694,-0.00053091,-0.001027317,0.995166352,0.098198153,0.000634858,-0.098197536,0.99516674
19.2,0,0,  0.2854059437994498,0.001083268,-0.321456539,-0.200389926,  0.9999993188324887,0.001078303,-0.000446762,-0.001036322,  0.9963638042002605,0.085194458,0.000537003,-0.085193937,  0.9963642429763374
19.3,0,0,  0.2297443827019705,0.000341163,-0.236032017,-0.249096843,  0.9999993740911025,0.001068631,-0.00033143,-0.001046835,  0.9982001819830066,0.059960827,0.000394909,-0.059960443,  0.9982006758793937
19.4,0,0,  0.1671041058349033,-0.000185912,-0.078248296,-0.243204451,  0.9999994125228152,0.001059236,-0.000230157,-0.001052877,  0.9996596241729712,0.026067743,0.000257691,-0.026067486,  0.9996601521403317
19.5,0,0,  0.1123959182758321,-0.001524673,0.028278562,-0.299917697,0.999999431,0.001052023,-0.000174934,-0.00105386,  0.9999405110499717,-0.010856507,0.000163502,0.010856685,  0.9999410510916605
19.6,0,0,0.072663979,-0.000764671,0.095721282,-0.287147374,  0.9999994339104664,0.001045819,-0.000196067,-0.001053629,  0.9989721165837245,-0.045316665,0.000148472,0.045316846,  0.9989726529821813
19.7,0,0,0.061265217,-0.000750259,  0.1532942393929111,-0.307474382,  0.9999994256687139,0.001039638,-0.000260414,-0.001055847,  0.9973421570773273,-0.072852638,0.000183981,0.072852871,  0.9973426819728192
19.8,0,0,0.07727698,0.000397821,  0.1966963590763842,-0.29636911,  0.9999994036919847,0.001034476,-0.000349964,-0.001061793,  0.9959348484563296,-0.090070252,0.000255366,0.090070569,  0.9959353529736301
19.9,0,0,  0.1198404311514071,-0.000187305,  0.2778251821019772,-0.31116207,0.999999373,0.001032726,-0.000431874,-0.001069,  0.9955004399208168,-0.094750891,0.000332079,0.094751293,  0.9955009202066623
20,0,0,  0.1742732700055282,0.000519481,  0.2516051948051954,-0.25350419,0.99999934,0.001037092,-0.000494471,-0.001075624,0.996326481,-0.08562935,0.000403849,0.085629826,  0.9963269392376712
20.1,0,0,  0.2263009379743626,0.000680806,  0.2513747054202425,-0.25685814,  0.9999993166762254,0.00104821,-0.000517593,-0.001079109,  0.9979604160009292,-0.063826669,0.000449634,0.063827183,  0.9979608652051289
20.2,0,0,  0.2618054066350967,0.00057652,  0.1377751572326912,-0.210790844,  0.9999993076705965,0.001064286,-0.00050195,-0.001080007,  0.9994732747227113,-0.032434653,0.000467166,0.032435172,  0.9994737321945684
20.3,0,0,  0.2810699785668346,-0.001109516,-0.01407127,-0.188021126,  0.9999993048400625,0.001081681,-0.000469345,-0.001079998,  0.9999930352994101,0.003572528,0.000473206,-0.003572019,0.999993508
20.4,0,0,  0.2844803968565947,0.000498688,-0.156850394,-0.188826737,  0.9999992949393385,0.001097565,-0.000453291,-0.001079544,  0.9992768913360045,0.03800696,0.000494678,-0.038006444,0.999277372
20.5,0,0,  0.2721799435269829,0.000288449,-0.256850662,-0.207721821,  0.9999992913002433,0.001109716,-0.000431195,-0.001079221,  0.9978690140162282,0.065240066,0.000502674,-0.065239554,  0.9978695044544655
20.6,0,0,  0.2446243800758145,0.000809717,-0.307653128,-0.239693916,  0.9999992971005474,0.00111647,-0.000399117,-0.00108026,  0.9966781497335361,0.081434016,0.000488709,-0.081433527,0.996678655
20.7,0,0,  0.2024001419194492,0.000887728,-0.31926893,-0.283025287,  0.9999993132208803,0.001117747,-0.00035242,-0.001083875,  0.9964048585868668,0.084712354,0.00044584,-0.084711914,  0.9964053857727765
20.8,0,0,  0.1529994693763648,-0.000114309,-0.218341474,-0.26794976,  0.9999993344561339,0.001114657,-0.000297704,-0.001089155,  0.9971760656557216,0.07509133,0.000380565,-0.075090956,  0.9971766160231847
20.9,0,0,  0.1106202608778554,-0.000507141,-0.157555372,-0.30795746,0.999999353,0.00110906,-0.000252143,-0.001093665,  0.9985123459815355,0.054515125,0.000312229,-0.054514814,  0.9985129130876801
21,0,0,0.08248664,-0.000128888,-0.058420691,-0.275367934,0.999999365,0.001102367,-0.000232947,-0.001095805,  0.9996479817658906,0.026508711,0.000262087,-0.026508439,  0.9996485552290159
21.1,0,0,0.082596593,-0.00117395,0.005955441,-0.277021522,  0.9999993698913252,0.001095112,-0.000246874,-0.00109617,  0.9999900295986187,-0.00432887,0.000242131,0.004329138,  0.9999905999255351
21.2,0,0,  0.1104777227185897,-0.00119674,0.098617559,-0.304116997,  0.9999993647785409,0.001087052,-0.000297927,-0.001096518,  0.9994257517598294,-0.033866862,0.000260941,0.033867168,  0.9994263088761454
21.3,0,0,  0.1513382205092628,-0.000289855,  0.1656935817805407,-0.267948833,0.999999349,0.00107918,-0.000371903,-0.001098831,  0.9983351248498835,-0.057669499,0.000309048,0.05766987,  0.9983356603012856
21.4,0,0,0.197618765,-0.000457285,  0.2107773851590125,-0.226008742,  0.9999993205998386,0.001073227,-0.000454954,-0.001103267,  0.9973909635615256,-0.072180666,0.000376301,0.072181119,  0.9973914699914486
21.5,0,0,0.24171316,0.000431994,  0.2859012959811202,-0.244600613,  0.9999992852581997,0.001071703,-0.000530034,-0.001108607,  0.9971544833035659,-0.075377101,0.000447744,0.075377635,  0.9971549586943769
21.6,0,0,  0.2694307003436059,-1.31E-05,  0.2622572178477433,-0.210892323,  0.9999992512095306,0.001076506,-0.000581993,-0.001113008,  0.9977618462037094,-0.066858503,0.000508717,0.066859101,  0.9977622972506851
21.7,0,0,0.280976274,0.001166143,  0.1974973794549075,-0.195091624,  0.9999992182807876,0.00108785,-0.000616458,-0.00111621,  0.9988446730994792,-0.048042409,0.000563483,0.04804306,  0.9988451065528822
21.8,0,0,  0.2767133590580482,0.001391441,0.091533211,-0.194416143,0.999999203,0.001103911,-0.000612293,-0.001117039,  0.9997601589907017,-0.021871825,0.000588001,0.021872491,  0.9997605955331827
21.9,0,0,  0.2569824407103743,0.000326883,-0.027876569,-0.212352542,  0.9999992030234024,0.001121301,-0.000580204,-0.001117075,  0.9999732180669482,0.007232931,0.000588299,-0.007232277,  0.9999736736886462
22,0,0,  0.2221992704347858,-0.000222863,-0.142475092,-0.250550966,  0.9999992069775244,0.001136549,-0.000542495,-0.001117256,  0.9994099630523259,0.03432896,0.000581191,-0.034328327,  0.9994104403134386
22.1,0,0,  0.1762735272071889,0.000269151,-0.157505176,-0.245982832,  0.9999992180082514,0.001147391,-0.00049747,-0.001118254,  0.9984818281165143,0.055070758,0.000559902,-0.055070159,  0.9984823303856973
22.2,0,0,  0.1339968066794682,3.117530915514111e-05,-0.197433233,-0.287830075,  0.9999992427397124,0.001153001,-0.000430244,-0.001121635,  0.9977591022352452,0.066899296,0.000506415,-0.066898763,  0.9977596399156554
22.3,0,0,0.098621314,-0.000492398,-0.148384589,-0.269268614,0.99999927,0.001153634,-0.000359221,-0.001126377,  0.9976597122015094,0.068365415,0.000437249,-0.06836496,  0.9976602833790088
22.4,0,0,0.083953318,0.000172295,-0.128333908,-0.282284901,  0.9999992853844717,0.001150913,-0.000323466,-0.001129319,  0.9981805589836413,0.060285125,0.00039226,-0.060284717,  0.9981811454153482
22.5,0,0,0.096859278,-0.000197662,-0.096020969,-0.266457612,  0.9999992976335401,0.00114588,-0.000302806,-0.001131289,  0.9990110904161523,0.044447288,0.000353438,-0.044446914,0.999011685
22.6,0,0,  0.1299719340201605,-0.000299463,-0.066253614,-0.286989668,  0.9999993017596557,0.001139414,-0.000313393,-0.001131938,  0.9997370399375146,0.022903487,0.000339407,-0.022903116,  0.9997376316265414
22.7,0,0,  0.1690139131386603,-0.001089526,0.001634289,-0.242840571,  0.9999992925973267,0.001131161,-0.000367803,-0.001131715,  0.9999982198847522,-0.001509784,0.000366095,0.001510199,  0.9999987926358388
22.8,0,0,  0.2140652117449381,-0.000616313,  0.1023734592184532,-0.257442119,  0.9999992648113352,0.001121458,-0.000461203,-0.001132675,  0.9996846764198625,-0.025085151,0.000432925,0.025085655,  0.9996852117111787
22.9,0,0,  0.2499900145168629,0.000840446,  0.1801575837163321,-0.224870877,  0.9999992122236941,0.00111175,-0.000582721,-0.001136279,  0.9990337253490761,-0.043935458,0.000533313,0.043936086,  0.9990342015926952
23,0,0,0.269558286,0.001181723,  0.2178702731092227,-0.207713909,0.99999916,0.001104759,-0.000678286,-0.001140412,0.998483952,-0.055031777,0.000616461,0.055032504,  0.9984843731876678
23.1,0,0,  0.2731285264172431,0.000866142,  0.2243832020997158,-0.204595561,  0.9999991332444103,0.001103408,-0.000718333,-0.001142553,  0.9983740572051615,-0.05699067,0.000654281,0.056991441,  0.9983744525617042
23.2,0,0,  0.2610180271523884,0.001270299,  0.2023441592456587,-0.215349455,0.999999134,0.00110855,-0.000709538,-0.001142519,  0.9987578617124806,-0.049813937,0.000653436,0.049814704,  0.9987582631648281
23.3,0,0,  0.2335925080599408,-0.000367165,  0.1441515866771434,-0.239186919,  0.9999991656600836,0.001118826,-0.000645684,-0.001140551,  0.9993975246556763,-0.034688425,0.000606485,0.034689133,0.999397967
23.4,0,0,  0.1911602166509297,0.000288749,0.041043622,-0.221632475,  0.9999991995959714,0.001131259,-0.000566623,-0.001139175,0.999898921,-0.014172132,0.000550533,0.014172766,  0.9998994097487726
23.5,0,0,0.14903795,-0.000473934,-0.020822172,-0.262997693,  0.9999992230270918,0.001142976,-0.000497545,-0.001138953,  0.9999672505968359,0.008012523,0.000506687,-0.00801195,  0.9999677754449195
23.6,0,0,  0.1145998732631581,8.253378726915661e-05,-0.084297947,-0.299842391,  0.9999992318651968,0.001152664,-0.000455668,-0.00113925,  0.9995954767541735,0.028418039,0.000488241,-0.028417498,  0.9995960221023503
23.7,0,0,0.090948971,0.000103155,-0.094231926,-0.265257357,  0.9999992367576103,0.001159594,-0.000426411,-0.001139653,  0.9990257383873834,0.044116609,0.000477153,-0.04411609,  0.9990262974221636
23.8,0,0,0.091861984,-8.60E-06,-0.114580645,-0.272782545,  0.9999992447363363,0.001163468,-0.000396067,-0.00114065,0.998571606,0.053417657,0.000457651,-0.053417164,  0.9985721792115845
23.9,0,0,  0.1167092473856021,0.000175874,-0.15983861,-0.298526725,0.999999251,0.001164188,-0.000376517,-0.001141612,0.998472442,0.055240188,0.000440252,-0.055239717,  0.9984730240972016
24,0,0,  0.1509288697540404,0.001104687,-0.143722899,-0.266967985,  0.9999992587228203,0.001161869,-0.000364163,-0.001142629,  0.9987980623368451,0.049001276,0.000420659,-0.049000824,  0.9987986495341347
24.1,0,0,  0.1908866502364826,-0.001261373,-0.102874276,-0.224107302,0.999999274,0.001157179,-0.000335743,-0.001144496,  0.9993657035080569,0.035593269,0.000376717,-0.035592859,  0.9993663024607505
24.2,0,0,0.229034458,-0.000813328,-0.069224715,-0.245060084,  0.9999992824221806,0.001151016,-0.00033214,-0.001145192,  0.9998542691441122,0.017033174,0.000351697,-0.017032781,  0.9998548698048557
