sys.exec.out.time {s},dyn.satellite.pos[0] {m},dyn.satellite.pos[1] {m},dyn.satellite.pos[2] {m},dyn.satellite.Rtrans[0][0] {--},dyn.satellite.Rtrans[0][1] {--},dyn.satellite.Rtrans[0][2] {--},dyn.satellite.Rtrans[1][0] {--},dyn.satellite.Rtrans[1][1] {--},dyn.satellite.Rtrans[1][2] {--},dyn.satellite.Rtrans[2][0] {--},dyn.satellite.Rtrans[2][1] {--},dyn.satellite.Rtrans[2][2] {--},dyn.satellite.vel[0] {m/s},dyn.satellite.vel[1] {m/s},dyn.satellite.vel[2] {m/s},dyn.satellite.force[0] {kg*m/s2},dyn.satellite.force[1] {kg*m/s2},dyn.satellite.force[2] {kg*m/s2},dyn.satellite.torque[0] {kg*m2/s2},dyn.satellite.torque[1] {kg*m2/s2},dyn.satellite.torque[2] {kg*m2/s2},dyn.satellite.main_engine.on {--},dyn.satellite.thruster_B1.on {--},dyn.satellite.thruster_B2.on {--},dyn.satellite.thruster_B3.on {--},dyn.satellite.thruster_B4.on {--},dyn.satellite.thruster_L1.on {--},dyn.satellite.thruster_L2.on {--},dyn.satellite.thruster_L3.on {--},dyn.satellite.thruster_L4.on {--},dyn.satellite.thruster_R1.on {--},dyn.satellite.thruster_R2.on {--},dyn.satellite.thruster_R3.on {--},dyn.satellite.thruster_R4.on {--},dyn.satellite.thruster_T1.on {--},dyn.satellite.thruster_T2.on {--},dyn.satellite.thruster_T3.on {--},dyn.satellite.thruster_T4.on {--}
                   0,             6867500,                   0,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,                   0,   7618.349417250431,                   0,  -8451.292004851834,                   0,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 0.1,    6867499.95774354,   761.8349401624926,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0, -0.8451291987517933,   7618.349370373914,                   0,  -8451.291952850128, -0.9375303286799067,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 0.2,   6867499.830974161,   1523.669870949682,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -1.690258387103246,   7618.349229744365,                   0,  -8451.291796845026,  -1.875060646783819,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 0.3,   6867499.619691864,   2285.504782986265,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -2.535387554654019,   7618.348995361785,                   0,  -8451.291536836528,  -2.812590941812837,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 0.4,   6867499.323896651,   3047.339666896938,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -3.380516691003772,   7618.348667226178,                   0,  -8451.291172824629,   -3.75012120222951,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 0.5,   6867498.943588527,     3809.1745133064,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -4.225645785752165,   7618.348245337545,                   0,  -8451.290704809335,  -4.687651416496388,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 0.6,   6867498.478767496,   4571.009312839347,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -5.070774828498859,   7618.347729695895,                   0,  -8451.290132790657,   -5.62518157307603,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 0.7,   6867497.929433563,   5332.844056120479,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -5.915903808843518,   7618.347120301233,                   0,  -8451.289456768605,  -6.562711660430993,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 0.8,   6867497.295586736,   6094.678733774494,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -6.761032716385801,   7618.346417153566,                   0,  -8451.288676743174,  -7.500241667023817,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 0.9,   6867496.577227022,   6856.513336426092,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -7.606161540725374,   7618.345620252902,                   0,  -8451.287792714385,  -8.437771581317071,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                   1,   6867495.774354431,   7618.347854699975,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,    -8.4512902714619,   7618.344729599254,                   0,  -8451.286804682251,  -9.375301391773313,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 1.1,   6867494.886968971,   8380.182279220844,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -9.296418898195045,   7618.343745192628,                   0,  -8451.285712646773,  -10.31283108685509,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 1.2,   6867493.915070655,   9142.016600613402,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -10.14154741052448,    7618.34266703304,                   0,  -8451.284516607977,  -11.25036065502498,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 1.3,   6867492.858659494,   9903.850809502354,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -10.98667579804986,   7618.341495120502,                   0,  -8451.283216565862,  -12.18789008474551,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 1.4,     6867491.7177355,    10665.6848965124,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -11.83180405037087,   7618.340229455029,                   0,  -8451.281812520456,  -13.12541936447928,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 1.5,   6867490.492298689,   11427.51885226826,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -12.67693215708718,   7618.338870036635,                   0,  -8451.280304471773,  -14.06294848268884,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 1.6,   6867489.182349074,   12189.35266739463,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -13.52206010779845,   7618.337416865337,                   0,  -8451.278692419828,  -15.00047742783674,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 1.7,   6867487.787886673,   12951.18633251623,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -14.36718789210437,   7618.335869941156,                   0,  -8451.276976364657,  -15.93800618838559,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 1.8,   6867486.308911501,   13713.01983825777,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -15.21231549960461,   7618.334229264106,                   0,  -8451.275156306252,  -16.87553475279791,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 1.9,   6867484.745423579,   14474.85317524396,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -16.05744291989885,   7618.332494834212,                   0,  -8451.273232244665,  -17.81306310953632,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                   2,   6867483.097422924,   15236.68633409952,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -16.90257014258677,   7618.330666651492,                   0,  -8451.271204179897,  -18.75059124706336,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 2.1,   6867481.364909557,   15998.51930544916,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -17.74769715726805,    7618.32874471597,                   0,  -8451.269072111993,  -19.68811915384164,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 2.2,   6867479.547883499,   16760.35207991762,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -18.59282395354239,   7618.326729027669,                   0,  -8451.266836040963,  -20.62564681833372,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 2.3,   6867477.646344773,   17522.18464812961,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -19.43795052100948,   7618.324619586614,                   0,  -8451.264495966847,   -21.5631742290022,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 2.4,   6867475.660293403,   18284.01700070985,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -20.28307684926899,   7618.322416392831,                   0,  -8451.262051889662,  -22.50070137430965,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 2.5,   6867473.589729412,   19045.84912828308,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -21.12820292792064,   7618.320119446347,                   0,  -8451.259503809444,  -23.43822824271866,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 2.6,   6867471.434652827,   19807.68102147403,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -21.97332874656411,   7618.317728747192,                   0,  -8451.256851726223,  -24.37575482269184,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 2.7,   6867469.195063672,   20569.51267090743,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -22.81845429479912,   7618.315244295393,                   0,  -8451.254095640028,  -25.31328110269176,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 2.8,   6867466.870961977,   21331.34406720802,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -23.66357956222535,   7618.312666090982,                   0,  -8451.251235550906,  -26.25080707118108,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 2.9,    6867464.46234777,   22093.17520100054,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -24.50870453844253,   7618.309994133991,                   0,  -8451.248271458875,  -27.18833271662234,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                   3,    6867461.96922108,   22855.00606290973,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -25.35382921305036,    7618.30722842445,                   0,   -8451.24520336398,  -28.12585802747817,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 3.1,   6867459.391581938,   23616.83664356034,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -26.19895357564857,   7618.304368962396,                   0,  -8451.242031266267,  -29.06338299221123,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 3.2,   6867456.729430376,   24378.66693357713,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -27.04407761583686,   7618.301415747863,                   0,  -8451.238755165759,  -30.00090759928406,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 3.3,   6867453.982766426,   25140.49692358483,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -27.88920132321496,   7618.298368780888,                   0,  -8451.235375062508,  -30.93843183715934,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 3.4,   6867451.151590123,   25902.32660420822,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,   -28.7343246873826,   7618.295228061508,                   0,  -8451.231890956551,  -31.87595569429968,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 3.5,   6867448.235901501,   26664.15596607206,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -29.57944769793951,   7618.291993589763,                   0,  -8451.228302847931,   -32.8134791591677,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 3.6,   6867445.235700596,    27425.9849998011,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -30.42457034448543,   7618.288665365691,                   0,  -8451.224610736695,  -33.75100222022606,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 3.7,   6867442.150987444,   28187.81369602012,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,   -31.2696926166201,   7618.285243389333,                   0,  -8451.220814622884,  -34.68852486593737,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 3.8,   6867438.981762085,   28949.64204535389,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -32.11481450394326,   7618.281727660731,                   0,  -8451.216914506547,  -35.62604708476431,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 3.9,   6867435.728024557,   29711.47003842719,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -32.95993599605465,    7618.27811817993,                   0,  -8451.212910387734,  -36.56356886516952,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                   4,     6867432.3897749,    30473.2976658648,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -33.80505708255406,   7618.274414946974,                   0,   -8451.20880226649,  -37.50109019561563,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 4.1,   6867428.967013154,   31235.12491829152,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -34.65017775304121,   7618.270617961906,                   0,   -8451.20459014287,  -38.43861106456534,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 4.2,   6867425.459739363,   31996.95178633212,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -35.49529799711588,   7618.266727224775,                   0,  -8451.200274016919,   -39.3761314604813,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 4.3,   6867421.867953569,    32758.7782606114,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -36.34041780437785,    7618.26274273563,                   0,  -8451.195853888699,  -40.31365137182619,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 4.4,   6867418.191655817,   33520.60433175418,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -37.18553716442688,   7618.258664494518,                   0,  -8451.191329758258,  -41.25117078706268,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 4.5,   6867414.430846151,   34282.42999038524,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -38.03065606686276,   7618.254492501489,                   0,  -8451.186701625653,  -42.18868969465346,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 4.6,   6867410.585524619,   35044.25522712941,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -38.87577450128528,   7618.250226756595,                   0,  -8451.181969490948,  -43.12620808306126,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 4.7,   6867406.655691267,    35806.0800326115,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -39.72089245729421,   7618.245867259889,                   0,  -8451.177133354186,  -44.06372594074868,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 4.8,   6867402.641346144,   36567.90439745633,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -40.56600992448938,   7618.241414011424,                   0,   -8451.17219321544,  -45.00124325617852,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 4.9,   6867398.542489299,   37329.72831228873,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -41.41112689247057,   7618.236867011256,                   0,  -8451.167149074765,  -45.93876001781347,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                   5,   6867394.359120782,   38091.55176773353,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -42.25624335083761,   7618.232226259439,                   0,  -8451.162000932223,  -46.87627621411623,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 5.1,   6867390.091240646,   38853.37475441556,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -43.10135928919028,   7618.227491756033,                   0,  -8451.156748787882,  -47.81379183354954,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 5.2,   6867385.738848942,   39615.19726295968,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -43.94647469712846,   7618.222663501092,                   0,  -8451.151392641801,  -48.75130686457612,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 5.3,   6867381.301945725,   40377.01928399073,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -44.79158956425192,   7618.217741494679,                   0,   -8451.14593249405,  -49.68882129565873,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 5.4,   6867376.780531048,   41138.84080813357,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -45.63670388016054,   7618.212725736853,                   0,  -8451.140368344692,  -50.62633511526009,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 5.5,   6867372.174604967,   41900.66182601306,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -46.48181763445415,   7618.207616227676,                   0,  -8451.134700193799,    -51.563848311843,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 5.6,    6867367.48416754,   42662.48232825407,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -47.32693081673258,   7618.202412967212,                   0,  -8451.128928041438,  -52.50136087387017,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 5.7,   6867362.709218823,   43424.30230548146,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -48.17204341659571,   7618.197115955523,                   0,  -8451.123051887686,  -53.43887278980439,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 5.8,   6867357.849758876,   44186.12174832013,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,   -49.0171554236434,   7618.191725192675,                   0,  -8451.117071732608,  -54.37638404810845,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 5.9,   6867352.905787759,   44947.94064739496,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -49.86226682747552,   7618.186240678735,                   0,   -8451.11098757628,  -55.31389463724512,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                   6,   6867347.877305531,   45709.75899333085,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -50.70737761769195,   7618.180662413771,                   0,  -8451.104799418779,  -56.25140454567723,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 6.1,   6867342.764312255,   46471.57677675268,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -51.55248778389257,   7618.174990397849,                   0,  -8451.098507260178,  -57.18891376186753,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 6.2,   6867337.566807995,   47233.39398828539,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -52.39759731567729,   7618.169224631041,                   0,  -8451.092111100561,   -58.1264222742789,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 6.3,   6867332.284792813,   47995.21061855387,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -53.24270620264599,   7618.163365113418,                   0,  -8451.085610939997,  -59.06393007137407,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 6.4,   6867326.918266776,   48757.02665818304,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -54.08781443439859,   7618.157411845051,                   0,  -8451.079006778571,  -60.00143714161594,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 6.5,   6867321.467229948,   49518.84209779785,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -54.93292200053501,   7618.151364826013,                   0,  -8451.072298616362,  -60.93894347346731,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 6.6,   6867315.931682399,   50280.65692802323,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -55.77802889065517,    7618.14522405638,                   0,  -8451.065486453457,  -61.87644905539105,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 6.7,   6867310.311624194,   51042.47113948411,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -56.62313509435901,   7618.138989536228,                   0,  -8451.058570289937,  -62.81395387585001,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 6.8,   6867304.607055403,   51804.28472280546,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -57.46824060124648,   7618.132661265631,                   0,  -8451.051550125883,  -63.75145792330702,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 6.9,   6867298.817976098,   52566.09766861223,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -58.31334540091751,   7618.126239244669,                   0,  -8451.044425961392,  -64.68896118622501,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                   7,   6867292.944386347,   53327.90996752938,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -59.15844948297208,    7618.11972347342,                   0,  -8451.037197796544,  -65.62646365306686,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 7.1,   6867286.986286225,   54089.72161018191,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -60.00355283701015,   7618.113113951965,                   0,  -8451.029865631428,  -66.56396531229544,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 7.2,   6867280.943675804,   54851.53258719477,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -60.84865545263169,   7618.106410680385,                   0,  -8451.022429466138,  -67.50146615237367,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 7.3,   6867274.816555159,   55613.34288919298,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,   -61.6937573194367,   7618.099613658763,                   0,  -8451.014889300763,  -68.43896616176444,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 7.4,   6867268.604924366,   56375.15250680153,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -62.53885842702518,   7618.092722887181,                   0,  -8451.007245135394,  -69.37646532893072,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 7.5,     6867262.3087835,   57136.96143064542,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -63.38395876499712,   7618.085738365725,                   0,  -8450.999496970127,  -70.31396364233541,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 7.6,   6867255.928132638,   57898.76965134968,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -64.22905832295254,   7618.078660094481,                   0,  -8450.991644805064,  -71.25146109044148,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 7.7,   6867249.462971861,   58660.57715953932,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -65.07415709049147,   7618.071488073536,                   0,  -8450.983688640286,  -72.18895766171183,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 7.8,   6867242.913301247,   59422.38394583939,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -65.91925505721395,   7618.064222302978,                   0,  -8450.975628475904,  -73.12645334460949,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 7.9,   6867236.279120876,   60184.19000087493,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,     -66.76435221272,   7618.056862782896,                   0,  -8450.967464312012,   -74.0639481275974,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                   8,   6867229.560430831,   60945.99531527099,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,   -67.6094485466097,   7618.049409513383,                   0,  -8450.959196148713,  -75.00144199913858,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                 8.1,   6867222.757231195,   61707.79987965262,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -68.45454404848309,   7618.041862494528,                   0,  -8450.950823986112,  -75.93893494769605,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   8.199999999999999,    6867215.86952205,   62469.60368464491,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -69.29963870794026,   7618.034221726424,                   0,  -8450.942347824302,  -76.87642696173275,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   8.300000000000001,   6867208.897303482,   63231.40672087293,                   0,                   0,                   0,                   1,                   1,                   0,                   0,                   0,                   1,                   0,  -70.14473251458131,   7618.026487209167,                   0,   -8450.93376766339,   -77.8139180297117,                   0,                   0,                   0,                   0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
